기준년월,외국인방문자(c),외부방문자(b+c),외지인방문자(b),전체방문자(a+b+c),현지인방문자(a)
20191114,17957.0,168541.0,150584.0,631154.0,462612.0
20191115,16363.0,177751.0,161388.0,646583.0,468832.0
20191116,21668.0,179949.0,158280.0,632198.0,452249.0
20191117,15112.0,166071.0,150958.0,604995.0,438924.0
20191118,16233.0,153296.0,137064.0,605899.0,452602.0
20191119,15140.0,145525.0,130386.0,600588.0,455063.0
20191120,14755.0,148098.0,133343.0,609755.0,461657.0
20191121,15410.0,154504.0,139094.0,614901.0,460397.0
20191122,19189.0,167267.0,148078.0,632571.0,465304.0
20191123,16598.0,181315.0,164717.0,635387.0,454072.0
20191124,19339.0,174858.0,155519.0,611154.0,436296.0
20191125,15084.0,153869.0,138786.0,609891.0,456022.0
20191126,15977.0,148505.0,132528.0,602819.0,454314.0
20191127,15502.0,167979.0,152478.0,626784.0,458804.0
20191128,16700.0,158793.0,142093.0,618805.0,460012.0
20191129,15985.0,172593.0,156608.0,639976.0,467383.0
20191130,17507.0,167423.0,149916.0,618419.0,450996.0
20191201,15683.0,143111.0,127428.0,569141.0,426030.0
20191202,17413.0,127558.0,110145.0,584017.0,456460.0
20191203,13675.0,120586.0,106911.0,584955.0,464370.0
20191204,15094.0,134965.0,119872.0,608200.0,473235.0
20191205,13483.0,131416.0,117932.0,596975.0,465560.0
20191206,17535.0,153062.0,135527.0,623557.0,470494.0
20191207,14445.0,157679.0,143234.0,614684.0,457006.0
20191208,18278.0,170381.0,152103.0,618132.0,447752.0
20191209,14706.0,150125.0,135418.0,617074.0,466949.0
20191210,16569.0,140385.0,123816.0,609630.0,469245.0
20191211,16581.0,140467.0,123886.0,610111.0,469644.0
20191212,16064.0,165906.0,149842.0,636796.0,470890.0
20191213,16790.0,158677.0,141886.0,630659.0,471982.0
20191214,16238.0,161036.0,144798.0,617867.0,456830.0
20191215,17941.0,159747.0,141806.0,603922.0,444174.0
20191216,16306.0,163446.0,147140.0,627060.0,463614.0
20191217,17114.0,151577.0,134463.0,607718.0,456141.0
20191218,15640.0,164260.0,148620.0,629823.0,465563.0
20191219,18334.0,160455.0,142121.0,621100.0,460646.0
20191220,17738.0,173019.0,155281.0,639404.0,466386.0
20191221,18927.0,181047.0,162120.0,633569.0,452522.0
20191222,19277.0,170110.0,150832.0,599969.0,429860.0
20191223,24289.0,171867.0,147578.0,627654.0,455788.0
20191224,22947.0,173465.0,150518.0,641086.0,467621.0
20191225,21973.0,175423.0,153450.0,617127.0,441704.0
20191226,22826.0,182947.0,160122.0,636162.0,453215.0
20191227,21172.0,187628.0,166456.0,646443.0,458815.0
20191228,19980.0,195838.0,175858.0,639323.0,443485.0
20191229,20496.0,191415.0,170919.0,610396.0,418982.0
20191230,18814.0,189743.0,170930.0,639766.0,450023.0
20191231,17872.0,188777.0,170905.0,643556.0,454780.0
20200101,5579.0,151084.0,145506.0,566167.0,415082.0
20200102,5602.0,151650.0,146048.0,590858.0,439208.0
20200103,5382.0,151115.0,145733.0,597015.0,445900.0
20200104,5181.0,152955.0,147774.0,589219.0,436264.0
20200105,4769.0,147268.0,142499.0,573865.0,426598.0
20200106,4538.0,144471.0,139934.0,586794.0,442323.0
20200107,5248.0,143809.0,138562.0,580882.0,437073.0
20200108,5098.0,149963.0,144865.0,587225.0,437262.0
20200109,4695.0,155118.0,150423.0,600062.0,444944.0
20200110,4757.0,160307.0,155550.0,612049.0,451742.0
20200111,5299.0,166229.0,160930.0,600915.0,434686.0
20200112,5055.0,163910.0,158854.0,583227.0,419318.0
20200113,5375.0,160978.0,155603.0,602503.0,441525.0
20200114,5653.0,159790.0,154136.0,594525.0,434735.0
20200115,5300.0,162775.0,157476.0,608007.0,445232.0
20200116,5951.0,164515.0,158564.0,609753.0,445238.0
20200117,5447.0,165793.0,160346.0,615581.0,449788.0
20200118,5606.0,166008.0,160402.0,603753.0,437745.0
20200119,6403.0,159217.0,152814.0,579154.0,419937.0
20200120,5859.0,151774.0,145915.0,595707.0,443933.0
20200121,6298.0,142515.0,136216.0,592751.0,450236.0
20200122,6259.0,141699.0,135440.0,584694.0,442995.0
20200123,6329.0,152538.0,146209.0,597644.0,445106.0
20200124,7096.0,192498.0,185402.0,588383.0,395885.0
20200125,6155.0,218927.0,212772.0,627433.0,408506.0
20200126,5913.0,199596.0,193683.0,587161.0,387566.0
20200127,5219.0,161210.0,155992.0,528882.0,367672.0
20200128,5035.0,147600.0,142566.0,579304.0,431704.0
20200129,4178.0,137192.0,133014.0,580379.0,443188.0
20200130,3954.0,131739.0,127785.0,569722.0,437983.0
20200131,3360.0,130711.0,127351.0,573916.0,443205.0
20200201,3333.0,124139.0,120806.0,557593.0,433454.0
20200202,3005.0,101975.0,98970.0,516277.0,414302.0
20200203,2675.0,94676.0,92001.0,528490.0,433814.0
20200204,2457.0,90696.0,88238.0,527174.0,436478.0
20200205,2129.0,87946.0,85816.0,520262.0,432316.0
20200206,2059.0,104801.0,102742.0,542389.0,437588.0
20200207,1750.0,91080.0,89330.0,531965.0,440884.0
20200208,1640.0,94747.0,93107.0,513707.0,418960.0
20200209,1637.0,94065.0,92428.0,502445.0,408380.0
20200210,1533.0,91665.0,90132.0,526995.0,435330.0
20200211,1510.0,91628.0,90118.0,527738.0,436110.0
20200212,1373.0,90455.0,89082.0,519173.0,428718.0
20200213,1313.0,99827.0,98514.0,541814.0,441987.0
20200214,1260.0,107124.0,105864.0,553948.0,446824.0
20200215,1233.0,117338.0,116106.0,548689.0,431350.0
20200216,1110.0,113278.0,112168.0,503587.0,390310.0
20200217,1074.0,120109.0,119035.0,539479.0,419370.0
20200218,1136.0,125057.0,123921.0,569792.0,444734.0
20200219,1211.0,129031.0,127820.0,586432.0,457401.0
20200220,1071.0,132860.0,131789.0,589222.0,456362.0
20200221,1112.0,135785.0,134673.0,583645.0,447860.0
20200222,1111.0,134829.0,133718.0,554969.0,420140.0
20200223,1111.0,128707.0,127596.0,535187.0,406480.0
20200224,1252.0,136635.0,135384.0,567349.0,430714.0
20200225,959.0,111874.0,110915.0,526337.0,414463.0
20200226,919.0,107396.0,106477.0,529125.0,421729.0
20200227,838.0,105687.0,104850.0,528617.0,422930.0
20200228,823.0,104678.0,103856.0,521924.0,417246.0
20200229,838.0,104690.0,103852.0,501110.0,396420.0
20200301,814.0,69799.0,68985.0,450896.0,381098.0
20200302,786.0,74752.0,73966.0,495088.0,420336.0
20200303,801.0,77251.0,76450.0,499453.0,422202.0
20200304,734.0,80321.0,79586.0,497563.0,417242.0
20200305,707.0,83125.0,82418.0,503146.0,420021.0
20200306,696.0,86596.0,85900.0,515910.0,429314.0
20200307,621.0,86172.0,85550.0,482260.0,396088.0
20200308,627.0,85362.0,84735.0,488369.0,403008.0
20200309,657.0,84555.0,83898.0,499914.0,415359.0
20200310,659.0,82835.0,82176.0,494201.0,411366.0
20200311,618.0,89546.0,88928.0,519301.0,429754.0
20200312,660.0,94600.0,93940.0,525401.0,430801.0
20200313,547.0,116068.0,115521.0,550040.0,433972.0
20200314,640.0,104796.0,104156.0,524107.0,419310.0
20200315,676.0,99355.0,98679.0,497427.0,398072.0
20200316,590.0,98730.0,98140.0,527848.0,429118.0
20200317,609.0,98028.0,97419.0,529897.0,431868.0
20200318,617.0,99005.0,98388.0,534689.0,435684.0
20200319,535.0,100418.0,99883.0,526673.0,426254.0
20200320,635.0,103906.0,103271.0,542869.0,438963.0
20200321,740.0,106230.0,105490.0,534949.0,428718.0
20200322,670.0,103808.0,103138.0,508499.0,404691.0
20200323,729.0,104290.0,103562.0,534395.0,430104.0
20200324,765.0,102009.0,101244.0,532989.0,430980.0
20200325,662.0,124594.0,123932.0,559094.0,434500.0
20200326,611.0,97715.0,97104.0,500656.0,402941.0
20200327,622.0,98625.0,98004.0,516683.0,418058.0
20200328,694.0,101228.0,100534.0,501768.0,400540.0
20200329,680.0,101700.0,101020.0,503220.0,401520.0
20200330,668.0,97170.0,96502.0,517933.0,420763.0
20200331,617.0,96115.0,95498.0,522933.0,426818.0
20200401,543.0,60081.0,59538.0,487043.0,426962.0
20200402,531.0,68218.0,67686.0,509522.0,441304.0
20200403,587.0,70773.0,70186.0,510922.0,440150.0
20200404,718.0,73623.0,72905.0,497686.0,424064.0
20200405,633.0,70290.0,69657.0,477798.0,407508.0
20200406,746.0,67316.0,66570.0,497893.0,430577.0
20200407,664.0,66783.0,66118.0,504892.0,438109.0
20200408,664.0,67171.0,66507.0,502641.0,435470.0
20200409,663.0,70309.0,69646.0,505909.0,435600.0
20200410,577.0,74308.0,73731.0,517030.0,442722.0
20200411,666.0,77470.0,76804.0,495055.0,417585.0
20200412,653.0,76715.0,76062.0,464428.0,387712.0
20200413,522.0,75863.0,75341.0,507224.0,431361.0
20200414,500.0,79477.0,78978.0,525461.0,445984.0
20200415,547.0,79405.0,78858.0,503728.0,424322.0
20200416,487.0,79482.0,78995.0,515470.0,435988.0
20200417,482.0,82792.0,82310.0,510499.0,427707.0
20200418,544.0,87610.0,87066.0,521799.0,434189.0
20200419,551.0,80522.0,79972.0,457962.0,377440.0
20200420,469.0,82107.0,81638.0,515330.0,433223.0
20200421,468.0,83596.0,83128.0,516662.0,433066.0
20200422,442.0,88198.0,87756.0,526447.0,438249.0
20200423,485.0,90522.0,90038.0,526745.0,436222.0
20200424,515.0,117579.0,117064.0,566402.0,448822.0
20200425,428.0,106548.0,106120.0,538070.0,431522.0
20200426,515.0,107916.0,107401.0,527727.0,419811.0
20200427,543.0,106327.0,105784.0,543344.0,437017.0
20200428,487.0,108875.0,108388.0,549238.0,440363.0
20200429,504.0,123659.0,123154.0,572002.0,448343.0
20200430,467.0,146459.0,145992.0,571653.0,425194.0
20200501,490.0,137277.0,136787.0,579943.0,442666.0
20200502,547.0,140859.0,140312.0,576518.0,435659.0
20200503,528.0,130280.0,129752.0,551712.0,421432.0
20200504,451.0,111188.0,110736.0,569044.0,457856.0
20200505,569.0,98202.0,97632.0,542740.0,444538.0
20200506,493.0,86485.0,85992.0,542636.0,456152.0
20200507,621.0,84030.0,83408.0,539996.0,455966.0
20200508,541.0,86106.0,85564.0,553184.0,467078.0
20200509,494.0,87798.0,87304.0,524349.0,436552.0
20200510,528.0,95570.0,95042.0,523375.0,427805.0
20200511,487.0,100500.0,100012.0,550120.0,449620.0
20200512,534.0,103777.0,103243.0,553999.0,450222.0
20200513,666.0,104094.0,103428.0,559563.0,455469.0
20200514,565.0,103143.0,102578.0,557251.0,454108.0
20200515,515.0,100986.0,100471.0,548195.0,447209.0
20200516,679.0,103544.0,102865.0,549041.0,445498.0
20200517,518.0,105966.0,105448.0,544614.0,438648.0
20200518,543.0,104689.0,104146.0,552105.0,447416.0
20200519,535.0,105430.0,104895.0,556052.0,450622.0
20200520,473.0,129956.0,129482.0,593132.0,463176.0
20200521,592.0,120016.0,119424.0,579965.0,459949.0
20200522,645.0,121797.0,121152.0,583881.0,462084.0
20200523,639.0,125953.0,125314.0,579441.0,453488.0
20200524,632.0,126198.0,125566.0,563358.0,437160.0
20200525,554.0,121013.0,120460.0,574382.0,453369.0
20200526,527.0,119187.0,118660.0,574341.0,455154.0
20200527,520.0,120157.0,119637.0,582528.0,462371.0
20200528,508.0,124594.0,124086.0,587406.0,462812.0
20200529,547.0,128412.0,127866.0,595361.0,466949.0
20200530,724.0,130868.0,130144.0,579561.0,448693.0
20200531,670.0,129389.0,128720.0,551129.0,421740.0
20200601,582.0,100255.0,99673.0,559693.0,459438.0
20200602,510.0,98552.0,98042.0,561704.0,463152.0
20200603,639.0,98817.0,98178.0,561916.0,463099.0
20200604,550.0,109263.0,108714.0,577273.0,468010.0
20200605,689.0,114261.0,113572.0,583107.0,468846.0
20200606,718.0,122725.0,122006.0,568793.0,446068.0
20200607,938.0,122654.0,121716.0,558495.0,435841.0
20200608,628.0,136106.0,135478.0,599072.0,462966.0
20200609,658.0,113435.0,112777.0,576233.0,462798.0
20200610,571.0,106345.0,105774.0,566133.0,459788.0
20200611,784.0,108224.0,107440.0,568180.0,459956.0
20200612,657.0,112440.0,111783.0,579235.0,466795.0
20200613,803.0,114410.0,113606.0,545435.0,431025.0
20200614,762.0,115128.0,114366.0,528327.0,413200.0
20200615,647.0,115041.0,114394.0,576212.0,461170.0
20200616,645.0,112239.0,111594.0,574649.0,462410.0
20200617,612.0,110813.0,110201.0,565330.0,454517.0
20200618,660.0,113465.0,112805.0,555872.0,442407.0
20200619,702.0,126023.0,125321.0,589339.0,463316.0
20200620,937.0,135904.0,134967.0,585612.0,449708.0
20200621,883.0,139077.0,138194.0,573063.0,433986.0
20200622,591.0,135050.0,134460.0,594495.0,459445.0
20200623,667.0,151692.0,151025.0,615383.0,463690.0
20200624,803.0,126821.0,126018.0,571128.0,444308.0
20200625,722.0,148114.0,147392.0,597430.0,449316.0
20200626,674.0,136537.0,135863.0,605191.0,468654.0
20200627,720.0,138266.0,137546.0,581485.0,443219.0
20200628,636.0,136229.0,135594.0,568378.0,432148.0
20200629,657.0,127637.0,126980.0,566705.0,439068.0
20200630,708.0,125966.0,125258.0,581309.0,455343.0
20200701,641.0,106481.0,105840.0,570515.0,464034.0
20200702,626.0,156285.0,155659.0,622964.0,466680.0
20200703,577.0,131813.0,131236.0,582361.0,450548.0
20200704,621.0,137019.0,136398.0,583483.0,446464.0
20200705,686.0,134204.0,133518.0,567914.0,433710.0
20200706,528.0,129524.0,128996.0,576859.0,447335.0
20200707,633.0,128694.0,128062.0,576222.0,447528.0
20200708,647.0,132586.0,131940.0,597040.0,464454.0
20200709,611.0,155139.0,154528.0,618466.0,463326.0
20200710,614.0,147961.0,147346.0,614301.0,466340.0
20200711,537.0,145637.0,145100.0,602926.0,457289.0
20200712,638.0,143452.0,142814.0,568194.0,424742.0
20200713,578.0,145125.0,144546.0,592477.0,447352.0
20200714,576.0,147706.0,147130.0,607466.0,459760.0
20200715,693.0,177737.0,177044.0,644945.0,467208.0
20200716,650.0,158861.0,158210.0,626174.0,467313.0
20200717,657.0,159749.0,159092.0,623674.0,463925.0
20200718,632.0,156134.0,155502.0,599419.0,443286.0
20200719,692.0,152620.0,151928.0,577177.0,424557.0
20200720,558.0,168341.0,167783.0,621976.0,453635.0
20200721,544.0,150740.0,150196.0,606006.0,455266.0
20200722,564.0,149188.0,148624.0,607474.0,458286.0
20200723,532.0,148586.0,148054.0,594675.0,446089.0
20200724,645.0,149531.0,148886.0,605525.0,455994.0
20200725,685.0,153687.0,153002.0,605037.0,451350.0
20200726,619.0,151795.0,151176.0,592826.0,441032.0
20200727,598.0,162263.0,161665.0,603424.0,441161.0
20200728,612.0,151787.0,151176.0,606087.0,454300.0
20200729,556.0,152781.0,152226.0,610865.0,458084.0
20200730,719.0,159892.0,159173.0,614020.0,454128.0
20200731,655.0,174399.0,173744.0,637274.0,462875.0
20200801,676.0,152831.0,152156.0,599890.0,447058.0
20200802,658.0,162319.0,161662.0,592784.0,430465.0
20200803,650.0,163603.0,162953.0,615684.0,452081.0
20200804,792.0,168481.0,167688.0,622466.0,453985.0
20200805,731.0,168507.0,167776.0,623293.0,454786.0
20200806,610.0,169751.0,169141.0,622676.0,452924.0
20200807,763.0,173393.0,172630.0,636384.0,462990.0
20200808,668.0,198579.0,197911.0,648595.0,450016.0
20200809,712.0,173409.0,172697.0,608316.0,434906.0
20200810,841.0,160445.0,159604.0,607262.0,446817.0
20200811,677.0,163098.0,162421.0,616044.0,452946.0
20200812,686.0,168115.0,167430.0,628229.0,460114.0
20200813,648.0,174657.0,174010.0,632527.0,457870.0
20200814,688.0,185786.0,185098.0,646046.0,460260.0
20200815,619.0,197735.0,197116.0,639946.0,442211.0
20200816,707.0,197285.0,196578.0,627711.0,430426.0
20200817,690.0,187233.0,186543.0,618671.0,431438.0
20200818,680.0,179289.0,178608.0,630369.0,451080.0
20200819,637.0,176386.0,175749.0,630879.0,454492.0
20200820,614.0,173577.0,172963.0,627376.0,453800.0
20200821,652.0,175750.0,175098.0,630540.0,454790.0
20200822,713.0,172510.0,171798.0,606304.0,433794.0
20200823,682.0,169134.0,168452.0,591741.0,422608.0
20200824,575.0,160021.0,159446.0,606569.0,446548.0
20200825,437.0,143556.0,143118.0,570150.0,426594.0
20200826,200.0,106057.0,105858.0,446166.0,340109.0
20200827,574.0,162621.0,162046.0,604828.0,442208.0
20200828,655.0,151400.0,150745.0,598991.0,447590.0
20200829,604.0,134336.0,133732.0,560622.0,426286.0
20200830,526.0,132913.0,132388.0,535959.0,403046.0
20200831,622.0,125222.0,124600.0,552964.0,427742.0
20200901,552.0,87894.0,87342.0,531092.0,443198.0
20200902,335.0,70125.0,69790.0,458450.0,388325.0
20200903,738.0,94524.0,93786.0,568084.0,473560.0
20200904,568.0,94637.0,94070.0,567795.0,473158.0
20200905,651.0,94262.0,93611.0,537205.0,442942.0
20200906,725.0,107254.0,106530.0,495222.0,387968.0
20200907,676.0,85712.0,85036.0,517133.0,431420.0
20200908,747.0,97372.0,96624.0,565717.0,468346.0
20200909,767.0,105134.0,104366.0,575495.0,470362.0
20200910,1077.0,140118.0,139041.0,602230.0,462112.0
20200911,911.0,118602.0,117691.0,566276.0,447674.0
20200912,1029.0,122237.0,121208.0,558670.0,436432.0
20200913,1084.0,121071.0,119987.0,534078.0,413007.0
20200914,1134.0,121314.0,120180.0,572646.0,451332.0
20200915,1021.0,116416.0,115395.0,565357.0,448942.0
20200916,970.0,114262.0,113292.0,555472.0,441210.0
20200917,873.0,115596.0,114723.0,546645.0,431050.0
20200918,802.0,124537.0,123736.0,590877.0,466340.0
20200919,821.0,130346.0,129524.0,585934.0,455588.0
20200920,953.0,130666.0,129714.0,567918.0,437252.0
20200921,856.0,126768.0,125912.0,591890.0,465122.0
20200922,913.0,122528.0,121614.0,588903.0,466375.0
20200923,806.0,120825.0,120018.0,585103.0,464278.0
20200924,935.0,145055.0,144120.0,613848.0,468794.0
20200925,888.0,136016.0,135128.0,610280.0,474264.0
20200926,926.0,135371.0,134446.0,593451.0,458080.0
20200927,920.0,136037.0,135118.0,574017.0,437980.0
20200928,766.0,135190.0,134424.0,604141.0,468951.0
20200929,753.0,140988.0,140234.0,613015.0,472028.0
20200930,781.0,156429.0,155648.0,571487.0,415058.0
20201001,838.0,153550.0,152712.0,584753.0,431204.0
20201002,723.0,160165.0,159442.0,574177.0,414012.0
20201003,766.0,145610.0,144844.0,574168.0,428558.0
20201004,874.0,119587.0,118713.0,538023.0,418436.0
20201005,678.0,102385.0,101706.0,565491.0,463106.0
20201006,867.0,98794.0,97926.0,566856.0,468062.0
20201007,682.0,104313.0,103632.0,573677.0,469364.0
20201008,688.0,120066.0,119378.0,588699.0,468632.0
20201009,708.0,137254.0,136546.0,582926.0,445672.0
20201010,613.0,141792.0,141180.0,598609.0,456816.0
20201011,615.0,138546.0,137932.0,581489.0,442942.0
20201012,802.0,129070.0,128268.0,599803.0,470732.0
20201013,861.0,127900.0,127040.0,601142.0,473242.0
20201014,625.0,131756.0,131131.0,605645.0,473890.0
20201015,629.0,136821.0,136192.0,609597.0,472776.0
20201016,830.0,143665.0,142835.0,614019.0,470354.0
20201017,885.0,150808.0,149922.0,615692.0,464884.0
20201018,995.0,151719.0,150724.0,598176.0,446456.0
20201019,999.0,127563.0,126564.0,600360.0,472798.0
20201020,1025.0,147371.0,146346.0,624592.0,477222.0
20201021,796.0,130393.0,129597.0,595735.0,465342.0
20201022,792.0,134040.0,133248.0,603394.0,469354.0
20201023,630.0,200277.0,199647.0,680264.0,479986.0
20201024,781.0,211264.0,210483.0,677072.0,465808.0
20201025,776.0,205616.0,204840.0,657641.0,452025.0
20201026,1211.0,168611.0,167400.0,645623.0,477012.0
20201027,1302.0,166365.0,165062.0,647713.0,481348.0
20201028,1316.0,166896.0,165580.0,646704.0,479808.0
20201029,1102.0,173699.0,172598.0,651530.0,477830.0
20201030,646.0,179696.0,179050.0,658538.0,478842.0
20201031,734.0,180837.0,180102.0,647436.0,466599.0
20201101,912.0,143252.0,142340.0,594622.0,451370.0
20201102,798.0,134665.0,133868.0,601849.0,467184.0
20201103,660.0,133597.0,132938.0,606752.0,473154.0
20201104,683.0,136548.0,135865.0,614998.0,478450.0
20201105,878.0,141468.0,140590.0,621941.0,480473.0
20201106,881.0,147079.0,146198.0,635955.0,488876.0
20201107,1131.0,154056.0,152925.0,622377.0,468321.0
20201108,795.0,152762.0,151968.0,603258.0,450496.0
20201109,823.0,146143.0,145320.0,622101.0,475958.0
20201110,864.0,143889.0,143025.0,625661.0,481772.0
20201111,731.0,147273.0,146542.0,630700.0,483427.0
20201112,717.0,160017.0,159300.0,635887.0,475870.0
20201113,754.0,166069.0,165315.0,647144.0,481075.0
20201114,716.0,166964.0,166248.0,630616.0,463652.0
20201115,675.0,161942.0,161268.0,608637.0,446694.0
20201116,709.0,154359.0,153650.0,625434.0,471076.0
20201117,843.0,156413.0,155570.0,636463.0,480050.0
20201118,617.0,152259.0,151642.0,631395.0,479136.0
20201119,611.0,148249.0,147638.0,612482.0,464233.0
20201120,638.0,155633.0,154995.0,630877.0,475244.0
20201121,636.0,157771.0,157135.0,617216.0,459445.0
20201122,679.0,150957.0,150278.0,578678.0,427721.0
20201123,592.0,144970.0,144378.0,616392.0,471422.0
20201124,559.0,141824.0,141265.0,620229.0,478404.0
20201125,526.0,140686.0,140160.0,620917.0,480232.0
20201126,634.0,140201.0,139568.0,610055.0,469854.0
20201127,706.0,141016.0,140310.0,617278.0,476262.0
20201128,765.0,139597.0,138832.0,593617.0,454020.0
20201129,664.0,133674.0,133010.0,569221.0,435547.0
20201130,695.0,172139.0,171444.0,639900.0,467761.0
20201201,685.0,105010.0,104324.0,589011.0,484001.0
20201202,577.0,106182.0,105606.0,591492.0,485310.0
20201203,754.0,111155.0,110400.0,594228.0,483074.0
20201204,742.0,115969.0,115227.0,604296.0,488327.0
20201205,778.0,119876.0,119098.0,594039.0,474162.0
20201206,658.0,119833.0,119175.0,577920.0,458087.0
20201207,683.0,112441.0,111758.0,594591.0,482150.0
20201208,543.0,109015.0,108472.0,591798.0,482783.0
20201209,731.0,110043.0,109312.0,598244.0,488201.0
20201210,723.0,115096.0,114373.0,591355.0,476259.0
20201211,609.0,121793.0,121184.0,597762.0,475968.0
20201212,599.0,126357.0,125758.0,584714.0,458356.0
20201213,717.0,126889.0,126172.0,559293.0,432404.0
20201214,783.0,119692.0,118909.0,572774.0,453082.0
20201215,679.0,116183.0,115504.0,568099.0,451916.0
20201216,743.0,115585.0,114842.0,556571.0,440986.0
20201217,568.0,119347.0,118780.0,561460.0,442113.0
20201218,708.0,117682.0,116974.0,558318.0,440636.0
20201219,686.0,115535.0,114849.0,536469.0,420934.0
20201220,696.0,111446.0,110750.0,508857.0,397411.0
20201221,637.0,108234.0,107597.0,535650.0,427416.0
20201222,665.0,107097.0,106432.0,539126.0,432030.0
20201223,727.0,110739.0,110012.0,543976.0,433237.0
20201224,643.0,117182.0,116540.0,546366.0,429184.0
20201225,715.0,120884.0,120169.0,517452.0,396568.0
20201226,691.0,120674.0,119984.0,530895.0,410221.0
20201227,776.0,113441.0,112665.0,482016.0,368574.0
20201228,566.0,108051.0,107485.0,542135.0,434084.0
20201229,645.0,106219.0,105574.0,535683.0,429464.0
20201230,681.0,100400.0,99718.0,497727.0,397327.0
20201231,750.0,111189.0,110439.0,508572.0,397383.0
20210101,777.0,86117.0,85340.0,500605.0,414488.0
20210102,662.0,90125.0,89464.0,530649.0,440524.0
20210103,603.0,83182.0,82579.0,512177.0,428995.0
20210104,563.0,76674.0,76111.0,555814.0,479140.0
20210105,712.0,74285.0,73574.0,549011.0,474726.0
20210106,779.0,75077.0,74298.0,551476.0,476399.0
20210107,472.0,61872.0,61400.0,466598.0,404726.0
20210108,471.0,60153.0,59682.0,458148.0,397996.0
20210109,628.0,70824.0,70196.0,465425.0,394600.0
20210110,685.0,73359.0,72674.0,479874.0,406514.0
20210111,752.0,80261.0,79510.0,552005.0,471744.0
20210112,624.0,85163.0,84539.0,565255.0,480092.0
20210113,567.0,91241.0,90674.0,583684.0,492443.0
20210114,627.0,96870.0,96243.0,592680.0,495810.0
20210115,645.0,102968.0,102322.0,603492.0,500524.0
20210116,577.0,105874.0,105298.0,578462.0,472588.0
20210117,596.0,106303.0,105707.0,540775.0,434472.0
20210118,701.0,107696.0,106995.0,596842.0,489146.0
20210119,555.0,109289.0,108734.0,610041.0,500752.0
20210120,498.0,109995.0,109498.0,614412.0,504416.0
20210121,485.0,111999.0,111514.0,610416.0,498418.0
20210122,603.0,116075.0,115472.0,610149.0,494074.0
20210123,622.0,118019.0,117397.0,571682.0,453663.0
20210124,662.0,122417.0,121754.0,586965.0,464548.0
20210125,577.0,121320.0,120743.0,621918.0,500598.0
20210126,523.0,120363.0,119840.0,605530.0,485166.0
20210127,563.0,124046.0,123484.0,631606.0,507560.0
20210128,519.0,125231.0,124712.0,618636.0,493406.0
20210129,532.0,132744.0,132212.0,625422.0,492678.0
20210130,657.0,135621.0,134964.0,623832.0,488212.0
20210131,496.0,133604.0,133108.0,602695.0,469091.0
20210201,573.0,97519.0,96946.0,587796.0,490276.0
20210202,577.0,98682.0,98105.0,607410.0,508728.0
20210203,509.0,102909.0,102400.0,617234.0,514325.0
20210204,526.0,106303.0,105777.0,617510.0,511206.0
20210205,570.0,113508.0,112938.0,626426.0,512918.0
20210206,434.0,119543.0,119108.0,617799.0,498256.0
20210207,544.0,121143.0,120600.0,599229.0,478086.0
20210208,525.0,116833.0,116308.0,626094.0,509260.0
20210209,617.0,116813.0,116196.0,633662.0,516848.0
20210210,451.0,131172.0,130722.0,650345.0,519172.0
20210211,626.0,150408.0,149782.0,601691.0,451283.0
20210212,487.0,165928.0,165442.0,623056.0,457128.0
20210213,444.0,164930.0,164486.0,621624.0,456694.0
20210214,417.0,148610.0,148194.0,603005.0,454394.0
20210215,480.0,133862.0,133382.0,639906.0,506044.0
20210216,584.0,133283.0,132699.0,648728.0,515445.0
20210217,612.0,130270.0,129658.0,621309.0,491040.0
20210218,566.0,135463.0,134897.0,616671.0,481208.0
20210219,565.0,148493.0,147928.0,676223.0,527730.0
20210220,562.0,155472.0,154910.0,665338.0,509866.0
20210221,618.0,158955.0,158336.0,652826.0,493871.0
20210222,562.0,159186.0,158624.0,683930.0,524744.0
20210223,612.0,157891.0,157280.0,682055.0,524164.0
20210224,604.0,157817.0,157213.0,685432.0,527614.0
20210225,658.0,156030.0,155372.0,671933.0,515904.0
20210226,533.0,158278.0,157745.0,668578.0,510300.0
20210227,575.0,170689.0,170114.0,662743.0,492054.0
20210228,741.0,172252.0,171510.0,657471.0,485219.0
20210301,651.0,132958.0,132307.0,599624.0,466666.0
20210302,470.0,122529.0,122059.0,661998.0,539469.0
20210303,641.0,114748.0,114107.0,656282.0,541534.0
20210304,594.0,115894.0,115300.0,633751.0,517856.0
20210305,643.0,126811.0,126168.0,667848.0,541037.0
20210306,685.0,133604.0,132920.0,646603.0,512998.0
20210307,679.0,136626.0,135947.0,629716.0,493090.0
20210308,679.0,135726.0,135048.0,675034.0,539308.0
20210309,737.0,134654.0,133917.0,671488.0,536834.0
20210310,499.0,136190.0,135692.0,676125.0,539934.0
20210311,629.0,140136.0,139506.0,676017.0,535882.0
20210312,625.0,147681.0,147056.0,676699.0,529018.0
20210313,727.0,159130.0,158403.0,678533.0,519404.0
20210314,523.0,162202.0,161679.0,666104.0,503902.0
20210315,587.0,157881.0,157294.0,694931.0,537050.0
20210316,584.0,151539.0,150955.0,684596.0,533057.0
20210317,683.0,150297.0,149614.0,692150.0,541852.0
20210318,734.0,153597.0,152862.0,692201.0,538604.0
20210319,759.0,162526.0,161766.0,704725.0,542199.0
20210320,857.0,169036.0,168178.0,669749.0,500714.0
