기준년월,외국인방문자(c),외부방문자(b+c),외지인방문자(b),전체방문자(a+b+c),현지인방문자(a)
20210321,659.0,174595.0,173936.0,666782.0,492188.0
20210322,720.0,175472.0,174752.0,710230.0,534758.0
20210323,590.0,173602.0,173012.0,714503.0,540900.0
20210324,751.0,176692.0,175942.0,719959.0,543266.0
20210325,626.0,184831.0,184205.0,728857.0,544026.0
20210326,647.0,190298.0,189651.0,739270.0,548972.0
20210327,711.0,187534.0,186823.0,692217.0,504682.0
20210328,625.0,185813.0,185188.0,686884.0,501070.0
20210329,603.0,178361.0,177758.0,712209.0,533848.0
20210330,584.0,170075.0,169491.0,707507.0,537432.0
20210331,690.0,168116.0,167426.0,708898.0,540782.0
20210401,691.0,131514.0,130823.0,650057.0,518542.0
20210402,682.0,142453.0,141771.0,675248.0,532794.0
20210403,734.0,150653.0,149919.0,653845.0,503192.0
20210404,603.0,153332.0,152730.0,640270.0,486938.0
20210405,670.0,149438.0,148768.0,679677.0,530240.0
20210406,663.0,149903.0,149240.0,682390.0,532486.0
20210407,624.0,153172.0,152548.0,687352.0,534180.0
20210408,654.0,162102.0,161448.0,692751.0,530649.0
20210409,707.0,171203.0,170496.0,707987.0,536784.0
20210410,777.0,178007.0,177230.0,697631.0,519624.0
20210411,725.0,176467.0,175742.0,680152.0,503685.0
20210412,616.0,158518.0,157902.0,662116.0,503598.0
20210413,601.0,154027.0,153426.0,678435.0,524408.0
20210414,653.0,157929.0,157276.0,689912.0,531982.0
20210415,687.0,172131.0,171444.0,703494.0,531363.0
20210416,658.0,181402.0,180744.0,718767.0,537366.0
20210417,638.0,189316.0,188678.0,705706.0,516390.0
20210418,747.0,188546.0,187800.0,685917.0,497371.0
20210419,687.0,180860.0,180173.0,708618.0,527758.0
20210420,613.0,170475.0,169862.0,702006.0,531531.0
20210421,668.0,167027.0,166358.0,700591.0,533564.0
20210422,783.0,174068.0,173285.0,705533.0,531464.0
20210423,610.0,181829.0,181220.0,715978.0,534149.0
20210424,670.0,191588.0,190918.0,710494.0,518906.0
20210425,687.0,194384.0,193697.0,698738.0,504354.0
20210426,679.0,184797.0,184118.0,709972.0,525175.0
20210427,552.0,173980.0,173428.0,699418.0,525438.0
20210428,621.0,170098.0,169477.0,700208.0,530110.0
20210429,629.0,176112.0,175483.0,705872.0,529760.0
20210430,863.0,184144.0,183281.0,720746.0,536602.0
20210501,950.0,166651.0,165700.0,686422.0,519771.0
20210502,730.0,169392.0,168662.0,680234.0,510842.0
20210503,711.0,156773.0,156062.0,701289.0,544516.0
20210504,747.0,147253.0,146506.0,677314.0,530061.0
20210505,532.0,166912.0,166380.0,691712.0,524800.0
20210506,723.0,162773.0,162050.0,706841.0,544068.0
20210507,617.0,168383.0,167766.0,714155.0,545772.0
20210508,530.0,173304.0,172774.0,706788.0,533484.0
20210509,620.0,168816.0,168196.0,681713.0,512897.0
20210510,579.0,160701.0,160122.0,699323.0,538622.0
20210511,718.0,154960.0,154242.0,676365.0,521406.0
20210512,854.0,156831.0,155978.0,688751.0,531920.0
20210513,716.0,165696.0,164980.0,695690.0,529994.0
20210514,678.0,170754.0,170076.0,704185.0,533432.0
20210515,674.0,178236.0,177562.0,692631.0,514395.0
20210516,646.0,174481.0,173834.0,647968.0,473487.0
20210517,729.0,167123.0,166394.0,691052.0,523929.0
20210518,563.0,170254.0,169690.0,707490.0,537236.0
20210519,590.0,179150.0,178560.0,698074.0,518924.0
20210520,645.0,174787.0,174142.0,689823.0,515036.0
20210521,562.0,183395.0,182833.0,723473.0,540078.0
20210522,641.0,194422.0,193781.0,723328.0,528906.0
20210523,690.0,188388.0,187698.0,698681.0,510293.0
20210524,583.0,177106.0,176522.0,710709.0,533603.0
20210525,629.0,170757.0,170128.0,707209.0,536452.0
20210526,568.0,169601.0,169032.0,700694.0,531094.0
20210527,548.0,177578.0,177030.0,714831.0,537254.0
20210528,605.0,186119.0,185514.0,727650.0,541530.0
20210529,593.0,193187.0,192594.0,720119.0,526932.0
20210530,614.0,190755.0,190141.0,699102.0,508347.0
20210531,592.0,175574.0,174982.0,712733.0,537159.0
20210601,642.0,138622.0,137980.0,687492.0,548870.0
20210602,586.0,137972.0,137386.0,688308.0,550336.0
20210603,705.0,146557.0,145852.0,686393.0,539836.0
20210604,643.0,157089.0,156446.0,707359.0,550270.0
20210605,558.0,167564.0,167006.0,694604.0,527040.0
20210606,604.0,168398.0,167794.0,675712.0,507314.0
20210607,647.0,161595.0,160948.0,708417.0,546822.0
20210608,1000.0,151241.0,150241.0,693625.0,542384.0
20210609,720.0,147051.0,146332.0,695407.0,548356.0
20210610,682.0,148120.0,147438.0,689696.0,541576.0
20210611,598.0,155113.0,154514.0,684012.0,528899.0
20210612,683.0,170664.0,169981.0,696038.0,525374.0
20210613,744.0,173431.0,172686.0,681792.0,508361.0
20210614,850.0,168430.0,167580.0,717283.0,548852.0
20210615,601.0,159312.0,158711.0,689013.0,529700.0
20210616,666.0,158054.0,157388.0,700215.0,542160.0
20210617,795.0,166667.0,165872.0,716458.0,549790.0
20210618,820.0,176020.0,175200.0,725520.0,549500.0
20210619,704.0,188052.0,187348.0,718277.0,530226.0
20210620,620.0,192255.0,191636.0,704102.0,511847.0
20210621,544.0,191333.0,190788.0,740091.0,548758.0
20210622,563.0,188727.0,188164.0,739172.0,550445.0
20210623,781.0,191965.0,191184.0,743439.0,551474.0
20210624,761.0,199120.0,198359.0,747472.0,548352.0
20210625,695.0,202603.0,201908.0,755253.0,552650.0
20210626,813.0,204250.0,203438.0,730349.0,526099.0
20210627,914.0,203053.0,202139.0,711974.0,508921.0
20210628,734.0,199719.0,198986.0,746125.0,546406.0
20210629,882.0,190897.0,190015.0,739680.0,548782.0
20210630,929.0,188767.0,187838.0,740353.0,551586.0
20210701,942.0,162264.0,161322.0,712664.0,550400.0
20210702,807.0,165356.0,164549.0,718279.0,552923.0
20210703,724.0,162641.0,161917.0,671923.0,509282.0
20210704,615.0,161748.0,161133.0,646739.0,484992.0
20210705,633.0,158889.0,158256.0,698862.0,539973.0
20210706,798.0,158449.0,157650.0,704505.0,546056.0
20210707,746.0,161701.0,160954.0,702139.0,540438.0
20210708,763.0,163139.0,162376.0,703623.0,540484.0
20210709,854.0,164629.0,163776.0,712663.0,548034.0
20210710,798.0,169526.0,168728.0,700217.0,530691.0
20210711,725.0,173327.0,172602.0,681737.0,508410.0
20210712,787.0,173897.0,173110.0,716306.0,542409.0
20210713,689.0,177523.0,176834.0,721024.0,543501.0
20210714,702.0,180354.0,179652.0,726305.0,545951.0
20210715,737.0,181379.0,180642.0,725933.0,544554.0
20210716,711.0,184272.0,183561.0,731025.0,546752.0
20210717,951.0,188425.0,187474.0,712420.0,523996.0
20210718,979.0,186889.0,185910.0,681477.0,494588.0
20210719,937.0,187456.0,186518.0,721178.0,533722.0
20210720,1222.0,186456.0,185234.0,723940.0,537484.0
20210721,1386.0,189557.0,188170.0,725095.0,535538.0
20210722,1365.0,189983.0,188618.0,721770.0,531786.0
20210723,1352.0,191349.0,189998.0,727339.0,535990.0
20210724,1283.0,196831.0,195548.0,713151.0,516320.0
20210725,1502.0,195920.0,194418.0,682606.0,486686.0
20210726,1594.0,195403.0,193809.0,719532.0,524128.0
20210727,876.0,195941.0,195066.0,725113.0,529172.0
20210728,753.0,203035.0,202282.0,730825.0,527790.0
20210729,598.0,211438.0,210840.0,736837.0,525399.0
20210730,714.0,220608.0,219894.0,745552.0,524944.0
20210731,649.0,233248.0,232600.0,729265.0,496016.0
20210801,730.0,197374.0,196644.0,691238.0,493864.0
20210802,816.0,195388.0,194572.0,716367.0,520978.0
20210803,751.0,193618.0,192868.0,719889.0,526270.0
20210804,718.0,190386.0,189668.0,720811.0,530425.0
20210805,829.0,184540.0,183712.0,713222.0,528682.0
20210806,881.0,186063.0,185182.0,717405.0,531342.0
20210807,718.0,187013.0,186294.0,702895.0,515882.0
20210808,827.0,182407.0,181580.0,674080.0,491673.0
20210809,845.0,174235.0,173390.0,705920.0,531685.0
20210810,720.0,169368.0,168648.0,705064.0,535696.0
20210811,641.0,170909.0,170268.0,693946.0,523036.0
20210812,860.0,173595.0,172736.0,691504.0,517909.0
20210813,807.0,181718.0,180912.0,699697.0,517979.0
20210814,792.0,191458.0,190666.0,669905.0,478446.0
20210815,753.0,193442.0,192689.0,675266.0,481824.0
20210816,661.0,186448.0,185787.0,665808.0,479360.0
20210817,838.0,170339.0,169502.0,697079.0,526740.0
20210818,726.0,161551.0,160825.0,675624.0,514073.0
20210819,851.0,154564.0,153713.0,665504.0,510940.0
20210820,843.0,153432.0,152590.0,672594.0,519162.0
20210821,558.0,147449.0,146892.0,615945.0,468496.0
20210822,824.0,148412.0,147588.0,613037.0,464625.0
20210823,689.0,137476.0,136787.0,635848.0,498372.0
20210824,792.0,136939.0,136146.0,639805.0,502866.0
20210825,786.0,139533.0,138747.0,650984.0,511452.0
20210826,816.0,144876.0,144060.0,667489.0,522613.0
20210827,882.0,153751.0,152870.0,680032.0,526281.0
20210828,790.0,162868.0,162078.0,668530.0,505662.0
20210829,917.0,163594.0,162676.0,653867.0,490273.0
20210830,903.0,156355.0,155452.0,684127.0,527772.0
20210831,710.0,148757.0,148046.0,678205.0,529448.0
20210901,858.0,119155.0,118296.0,660356.0,541202.0
20210902,880.0,120324.0,119444.0,659198.0,538874.0
20210903,942.0,129165.0,128222.0,669162.0,539998.0
20210904,730.0,137192.0,136462.0,660785.0,523593.0
20210905,845.0,135070.0,134225.0,627741.0,492670.0
20210906,806.0,128784.0,127978.0,670601.0,541818.0
20210907,747.0,124080.0,123333.0,664862.0,540782.0
20210908,748.0,128442.0,127694.0,677515.0,549073.0
20210909,835.0,132662.0,131828.0,679205.0,546542.0
20210910,722.0,138174.0,137452.0,676680.0,538506.0
20210911,808.0,145071.0,144263.0,671968.0,526897.0
20210912,1125.0,142458.0,141334.0,653735.0,511276.0
20210913,758.0,125148.0,124390.0,652748.0,527600.0
20210914,718.0,107041.0,106323.0,619567.0,512526.0
20210915,531.0,101321.0,100790.0,633884.0,532564.0
20210916,347.0,101224.0,100877.0,602756.0,501532.0
20210917,616.0,126717.0,126102.0,649043.0,522326.0
20210918,887.0,173244.0,172358.0,701667.0,528423.0
20210919,961.0,210408.0,209447.0,712315.0,501907.0
20210920,855.0,228880.0,228025.0,698745.0,469864.0
20210921,687.0,225751.0,225064.0,712324.0,486574.0
20210922,536.0,207162.0,206626.0,691699.0,484536.0
20210923,616.0,187163.0,186546.0,733961.0,546798.0
20210924,759.0,179924.0,179165.0,734163.0,554239.0
20210925,791.0,177726.0,176936.0,704455.0,526729.0
20210926,914.0,170384.0,169470.0,680880.0,510496.0
20210927,903.0,163072.0,162169.0,718007.0,554936.0
20210928,925.0,155054.0,154130.0,708327.0,553273.0
20210929,955.0,152306.0,151350.0,702695.0,550389.0
20210930,922.0,158432.0,157510.0,704719.0,546287.0
20211001,957.0,148034.0,147077.0,712556.0,564522.0
20211002,700.0,172400.0,171700.0,713559.0,541160.0
20211003,768.0,181263.0,180495.0,703074.0,521812.0
20211004,680.0,179120.0,178440.0,704558.0,525438.0
20211005,678.0,161458.0,160780.0,722662.0,561204.0
20211006,752.0,156331.0,155578.0,717545.0,561214.0
20211007,688.0,164187.0,163499.0,724463.0,560276.0
20211008,784.0,181045.0,180260.0,745395.0,564350.0
20211009,851.0,198437.0,197586.0,716706.0,518270.0
20211010,846.0,205666.0,204820.0,720001.0,514336.0
20211011,861.0,199059.0,198198.0,717490.0,518430.0
20211012,784.0,180012.0,179228.0,727213.0,547200.0
20211013,841.0,172512.0,171672.0,722943.0,550431.0
20211014,822.0,176221.0,175399.0,733585.0,557364.0
20211015,952.0,186571.0,185619.0,750585.0,564014.0
20211016,737.0,186762.0,186025.0,700331.0,513569.0
20211017,721.0,190897.0,190176.0,706443.0,515546.0
20211018,1002.0,188833.0,187831.0,743832.0,554998.0
20211019,977.0,183166.0,182189.0,735959.0,552794.0
20211020,1113.0,186480.0,185367.0,742136.0,555656.0
20211021,1283.0,194200.0,192916.0,750108.0,555908.0
20211022,1376.0,200771.0,199395.0,762119.0,561348.0
20211023,1408.0,203561.0,202153.0,742071.0,538510.0
20211024,1540.0,201803.0,200263.0,719687.0,517884.0
20211025,1655.0,199870.0,198216.0,758124.0,558254.0
20211026,1549.0,195477.0,193928.0,753507.0,558030.0
20211027,1224.0,195985.0,194761.0,755327.0,559342.0
20211028,1193.0,200322.0,199129.0,759500.0,559178.0
20211029,1746.0,204725.0,202979.0,765215.0,560490.0
20211030,1673.0,204858.0,203186.0,742311.0,537453.0
20211031,1724.0,201339.0,199616.0,725685.0,524346.0
20211101,1397.0,166818.0,165420.0,723657.0,556840.0
20211102,1194.0,164637.0,163443.0,723916.0,559279.0
20211103,1152.0,173590.0,172438.0,736222.0,562632.0
20211104,846.0,183049.0,182203.0,744137.0,561088.0
20211105,1020.0,190003.0,188982.0,755907.0,565904.0
20211106,912.0,191371.0,190460.0,731096.0,539724.0
20211107,830.0,187341.0,186512.0,712971.0,525630.0
20211108,749.0,180541.0,179792.0,716471.0,535930.0
20211109,703.0,175756.0,175052.0,724668.0,548912.0
20211110,922.0,174686.0,173764.0,718691.0,544005.0
20211111,872.0,182970.0,182098.0,730818.0,547848.0
20211112,829.0,190602.0,189774.0,742458.0,551856.0
20211113,931.0,198562.0,197631.0,737741.0,539178.0
20211114,791.0,195223.0,194432.0,718932.0,523708.0
20211115,839.0,192569.0,191730.0,744032.0,551464.0
20211116,992.0,189303.0,188310.0,741435.0,552132.0
20211117,877.0,192747.0,191870.0,750216.0,557470.0
20211118,980.0,196529.0,195548.0,752196.0,555667.0
20211119,1034.0,203138.0,202104.0,762910.0,559772.0
20211120,801.0,205635.0,204834.0,745506.0,539872.0
20211121,822.0,199479.0,198656.0,718336.0,518858.0
20211122,820.0,188647.0,187828.0,727826.0,539178.0
20211123,856.0,181200.0,180344.0,721089.0,539889.0
20211124,923.0,184953.0,184030.0,734050.0,549098.0
20211125,960.0,189614.0,188654.0,738648.0,549034.0
20211126,832.0,195635.0,194803.0,748005.0,552370.0
20211127,1005.0,197639.0,196634.0,727577.0,529938.0
20211128,878.0,190945.0,190068.0,705323.0,514378.0
20211129,920.0,182279.0,181360.0,728710.0,546430.0
20211130,1007.0,170197.0,169190.0,699331.0,529134.0
20211201,759.0,148256.0,147497.0,699797.0,551540.0
20211202,1017.0,160155.0,159138.0,715238.0,555082.0
20211203,939.0,168470.0,167531.0,729457.0,560987.0
20211204,835.0,172080.0,171244.0,715577.0,543498.0
20211205,979.0,168762.0,167783.0,695970.0,527208.0
20211206,1002.0,165173.0,164171.0,722034.0,556860.0
20211207,872.0,160251.0,159380.0,716524.0,556272.0
20211208,786.0,160064.0,159278.0,718916.0,558852.0
20211209,864.0,161651.0,160786.0,716975.0,555324.0
20211210,1018.0,167667.0,166649.0,729704.0,562037.0
20211211,1088.0,170351.0,169264.0,708641.0,538290.0
20211212,834.0,171795.0,170961.0,687779.0,515984.0
20211213,944.0,163540.0,162596.0,711059.0,547519.0
20211214,927.0,158305.0,157378.0,711851.0,553546.0
20211215,982.0,157999.0,157017.0,717635.0,559636.0
20211216,752.0,164804.0,164052.0,713303.0,548499.0
20211217,742.0,164423.0,163681.0,705327.0,540904.0
20211218,774.0,169310.0,168536.0,681104.0,511794.0
20211219,670.0,170357.0,169687.0,676670.0,506314.0
20211220,800.0,164775.0,163975.0,710929.0,546154.0
20211221,981.0,160416.0,159436.0,707372.0,546956.0
20211222,1004.0,162354.0,161350.0,714518.0,552164.0
20211223,779.0,164705.0,163926.0,716732.0,552027.0
20211224,664.0,170813.0,170149.0,724093.0,553280.0
20211225,799.0,173510.0,172711.0,672074.0,498564.0
20211226,882.0,178566.0,177684.0,632971.0,454405.0
20211227,700.0,186711.0,186011.0,709793.0,523082.0
20211228,769.0,188772.0,188002.0,727481.0,538710.0
20211229,741.0,201819.0,201078.0,742188.0,540368.0
20211230,760.0,209763.0,209002.0,747345.0,537582.0
20211231,890.0,217687.0,216797.0,757282.0,539595.0
20220101,689.0,177453.0,176764.0,676119.0,498666.0
20220102,900.0,170552.0,169652.0,671206.0,500654.0
20220103,723.0,160250.0,159526.0,697395.0,537145.0
20220104,734.0,157222.0,156488.0,693286.0,536064.0
20220105,869.0,161061.0,160192.0,677013.0,515952.0
20220106,708.0,170196.0,169488.0,701065.0,530870.0
20220107,761.0,179310.0,178549.0,717333.0,538024.0
20220108,721.0,184247.0,183526.0,701795.0,517548.0
20220109,684.0,185645.0,184961.0,684710.0,499065.0
20220110,729.0,189421.0,188692.0,722373.0,532952.0
20220111,808.0,189619.0,188811.0,698347.0,508728.0
20220112,766.0,195814.0,195048.0,721175.0,525360.0
20220113,707.0,201197.0,200490.0,719810.0,518612.0
20220114,947.0,207870.0,206924.0,743349.0,535479.0
20220115,789.0,209501.0,208712.0,729825.0,520324.0
20220116,734.0,208834.0,208100.0,709852.0,501018.0
20220117,780.0,208015.0,207235.0,739441.0,531426.0
20220118,686.0,206311.0,205625.0,741944.0,535633.0
20220119,595.0,206531.0,205936.0,745402.0,538870.0
20220120,676.0,207848.0,207172.0,742197.0,534348.0
20220121,689.0,207410.0,206720.0,750183.0,542773.0
20220122,655.0,204173.0,203518.0,727332.0,523159.0
20220123,707.0,200077.0,199370.0,691999.0,491922.0
20220124,573.0,197353.0,196780.0,731082.0,533729.0
20220125,846.0,192156.0,191310.0,722406.0,530250.0
20220126,653.0,189251.0,188598.0,728303.0,539052.0
20220127,931.0,189518.0,188587.0,727423.0,537904.0
20220128,797.0,193878.0,193081.0,734072.0,540194.0
20220129,749.0,213476.0,212726.0,722327.0,508851.0
20220130,766.0,236109.0,235344.0,719736.0,483626.0
20220131,753.0,244531.0,243778.0,699892.0,455360.0
20220201,852.0,203100.0,202248.0,687451.0,484351.0
20220202,642.0,182922.0,182280.0,646255.0,463334.0
20220203,610.0,166044.0,165434.0,691342.0,525298.0
20220204,628.0,162863.0,162236.0,698633.0,535770.0
20220205,769.0,160379.0,159610.0,664638.0,504259.0
20220206,866.0,159020.0,158154.0,656864.0,497844.0
20220207,689.0,160334.0,159646.0,698281.0,537946.0
20220208,621.0,164278.0,163656.0,702077.0,537800.0
20220209,815.0,168573.0,167758.0,708865.0,540292.0
20220210,972.0,172721.0,171748.0,710146.0,537425.0
20220211,902.0,176728.0,175826.0,722168.0,545440.0
20220212,914.0,178025.0,177110.0,701765.0,523740.0
20220213,993.0,178443.0,177450.0,673735.0,495292.0
20220214,724.0,181681.0,180957.0,720870.0,539189.0
20220215,741.0,183312.0,182570.0,719578.0,536266.0
20220216,784.0,185647.0,184863.0,711323.0,525676.0
20220217,844.0,189714.0,188870.0,716758.0,527044.0
20220218,1044.0,190471.0,189427.0,725939.0,535468.0
20220219,1111.0,189296.0,188184.0,692785.0,503489.0
20220220,789.0,186842.0,186053.0,665149.0,478306.0
20220221,900.0,188633.0,187733.0,723345.0,534712.0
20220222,721.0,188111.0,187390.0,725924.0,537814.0
20220223,725.0,189546.0,188822.0,718536.0,528990.0
20220224,697.0,191401.0,190704.0,721732.0,530330.0
20220225,723.0,190965.0,190242.0,705892.0,514927.0
20220226,909.0,202061.0,201152.0,721384.0,519323.0
20220227,764.0,199245.0,198482.0,703697.0,504452.0
20220228,815.0,185681.0,184866.0,717559.0,531878.0
20220301,763.0,143017.0,142254.0,627704.0,484687.0
20220302,662.0,129277.0,128614.0,679291.0,550014.0
20220303,680.0,125703.0,125024.0,671749.0,546046.0
20220304,705.0,135483.0,134778.0,683394.0,547911.0
20220305,787.0,141967.0,141180.0,657086.0,515120.0
20220306,924.0,143948.0,143024.0,635233.0,491284.0
20220307,821.0,137573.0,136752.0,677420.0,539847.0
20220308,680.0,135444.0,134764.0,677619.0,542174.0
20220309,794.0,139187.0,138394.0,642169.0,502982.0
20220310,736.0,137989.0,137252.0,676968.0,538979.0
20220311,829.0,148165.0,147336.0,687263.0,539098.0
20220312,934.0,156204.0,155270.0,671506.0,515302.0
20220313,908.0,148790.0,147882.0,612971.0,464180.0
20220314,841.0,146938.0,146097.0,678812.0,531874.0
20220315,731.0,145662.0,144932.0,682972.0,537310.0
20220316,989.0,148468.0,147480.0,687661.0,539192.0
20220317,719.0,149882.0,149163.0,676086.0,526204.0
20220318,940.0,158062.0,157122.0,683051.0,524990.0
20220319,795.0,163972.0,163177.0,657055.0,493084.0
20220320,631.0,168365.0,167734.0,654337.0,485972.0
20220321,776.0,163838.0,163062.0,697115.0,533278.0
20220322,710.0,162823.0,162113.0,701085.0,538262.0
20220323,767.0,167192.0,166425.0,702552.0,535360.0
20220324,787.0,175609.0,174822.0,718644.0,543036.0
20220325,822.0,167223.0,166400.0,703052.0,535829.0
20220326,696.0,190127.0,189430.0,690557.0,500430.0
20220327,782.0,184287.0,183505.0,691542.0,507255.0
20220328,805.0,184320.0,183516.0,727177.0,542857.0
20220329,865.0,179204.0,178339.0,726842.0,547638.0
20220330,874.0,172927.0,172053.0,717460.0,544534.0
20220331,739.0,177842.0,177104.0,719751.0,541908.0
20220401,1063.0,150506.0,149443.0,695162.0,544656.0
20220402,758.0,166024.0,165266.0,693992.0,527968.0
20220403,914.0,170818.0,169904.0,682511.0,511693.0
20220404,920.0,162018.0,161098.0,706380.0,544362.0
20220405,844.0,157151.0,156306.0,701310.0,544159.0
20220406,899.0,159278.0,158378.0,708127.0,548849.0
20220407,773.0,168507.0,167734.0,716197.0,547690.0
20220408,778.0,181294.0,180516.0,733269.0,551974.0
20220409,676.0,189550.0,188874.0,725491.0,535941.0
20220410,851.0,187688.0,186837.0,705359.0,517671.0
20220411,943.0,177707.0,176764.0,725954.0,548247.0
20220412,1005.0,171126.0,170121.0,724490.0,553364.0
20220413,887.0,170403.0,169516.0,720386.0,549983.0
20220414,958.0,175724.0,174766.0,713278.0,537554.0
20220415,1092.0,186781.0,185689.0,743148.0,556367.0
20220416,1220.0,195155.0,193935.0,731729.0,536574.0
20220417,950.0,194178.0,193228.0,717771.0,523593.0
20220418,953.0,187048.0,186095.0,735481.0,548432.0
20220419,839.0,181002.0,180162.0,740323.0,559321.0
20220420,911.0,183422.0,182511.0,741833.0,558411.0
20220421,786.0,187627.0,186840.0,730281.0,542654.0
20220422,867.0,196031.0,195164.0,750221.0,554190.0
20220423,749.0,200774.0,200025.0,727220.0,526446.0
20220424,946.0,196264.0,195318.0,712440.0,516176.0
20220425,1062.0,187153.0,186092.0,724508.0,537355.0
20220426,957.0,179132.0,178174.0,700352.0,521220.0
20220427,953.0,181914.0,180960.0,727630.0,545716.0
20220428,1139.0,185656.0,184516.0,725646.0,539990.0
20220429,1129.0,186713.0,185584.0,720893.0,534180.0
20220430,1069.0,187990.0,186921.0,707029.0,519040.0
20220501,1134.0,157070.0,155936.0,675350.0,518280.0
20220502,1120.0,148183.0,147063.0,689601.0,541418.0
20220503,1120.0,144816.0,143696.0,690120.0,545304.0
20220504,1210.0,153446.0,152236.0,707524.0,554078.0
20220505,921.0,168603.0,167682.0,687289.0,518686.0
20220506,817.0,174858.0,174041.0,701535.0,526676.0
20220507,890.0,174987.0,174097.0,693540.0,518553.0
20220508,814.0,160970.0,160156.0,677420.0,516450.0
20220509,1039.0,152957.0,151918.0,683777.0,530820.0
20220510,1054.0,148327.0,147273.0,678997.0,530670.0
20220511,1082.0,157234.0,156152.0,685489.0,528255.0
20220512,960.0,168428.0,167468.0,699935.0,531506.0
20220513,1159.0,177181.0,176022.0,695510.0,518329.0
20220514,830.0,184580.0,183750.0,701337.0,516758.0
20220515,1096.0,182655.0,181559.0,682759.0,500104.0
20220516,1138.0,178126.0,176988.0,703522.0,525396.0
20220517,1023.0,174703.0,173680.0,703599.0,528896.0
20220518,1107.0,177199.0,176092.0,681535.0,504336.0
20220519,1130.0,178563.0,177432.0,676018.0,497455.0
20220520,1077.0,183308.0,182231.0,672986.0,489678.0
20220521,980.0,190428.0,189448.0,675675.0,485247.0
20220522,967.0,187828.0,186862.0,659940.0,472112.0
20220523,942.0,182938.0,181996.0,676981.0,494042.0
20220524,1142.0,179509.0,178367.0,679095.0,499586.0
20220525,1199.0,179128.0,177930.0,678862.0,499734.0
20220526,1268.0,183027.0,181758.0,682312.0,499286.0
20220527,1013.0,187658.0,186644.0,690583.0,502926.0
20220528,968.0,193076.0,192108.0,679244.0,486168.0
20220529,990.0,190662.0,189672.0,657408.0,466746.0
20220530,1240.0,183555.0,182315.0,678234.0,494680.0
20220531,1258.0,182170.0,180912.0,690419.0,508249.0
20220601,1354.0,174730.0,173376.0,661444.0,486714.0
20220602,1267.0,177989.0,176722.0,680579.0,502590.0
20220603,910.0,180127.0,179218.0,647223.0,467096.0
20220604,662.0,105375.0,104713.0,341730.0,236355.0
20220605,598.0,102896.0,102298.0,324243.0,221347.0
20220606,702.0,93987.0,93286.0,325579.0,231592.0
20220607,1271.0,169600.0,168329.0,626756.0,457156.0
20220608,1628.0,180887.0,179260.0,689094.0,508207.0
20220609,1463.0,185587.0,184124.0,690140.0,504553.0
20220610,1435.0,191495.0,190060.0,698082.0,506586.0
20220611,1328.0,195610.0,194282.0,683450.0,487840.0
20220612,1271.0,193638.0,192367.0,668609.0,474971.0
20220613,1414.0,189997.0,188584.0,678555.0,488558.0
20220614,1451.0,189013.0,187562.0,679674.0,490662.0
20220615,1575.0,191656.0,190082.0,698390.0,506734.0
20220616,1442.0,196231.0,194789.0,699769.0,503538.0
20220617,1486.0,200461.0,198975.0,707996.0,507535.0
20220618,1376.0,203028.0,201652.0,694568.0,491540.0
20220619,1520.0,199844.0,198324.0,676278.0,476434.0
20220620,1520.0,196662.0,195142.0,697446.0,500784.0
20220621,1653.0,194885.0,193232.0,696274.0,501389.0
20220622,1829.0,239685.0,237856.0,815582.0,575897.0
20220623,2187.0,240890.0,238704.0,807684.0,566794.0
20220624,1621.0,242459.0,240838.0,803996.0,561536.0
20220625,1498.0,245864.0,244366.0,798227.0,552363.0
20220626,1658.0,242475.0,240818.0,779155.0,536680.0
20220627,1726.0,237874.0,236148.0,801108.0,563234.0
20220628,1813.0,236845.0,235032.0,803096.0,566251.0
20220629,1527.0,236566.0,235039.0,806219.0,569653.0
20220630,1669.0,237075.0,235406.0,806511.0,569436.0
20220701,1634.0,235766.0,234132.0,795686.0,559920.0
20220702,1468.0,238106.0,236638.0,780641.0,542535.0
20220703,1620.0,233705.0,232085.0,756994.0,523288.0
20220704,1812.0,227632.0,225820.0,777013.0,549381.0
20220705,1808.0,227803.0,225995.0,780449.0,552646.0
20220706,1885.0,235948.0,234062.0,790264.0,554316.0
20220707,1616.0,242755.0,241140.0,793449.0,550694.0
20220708,1668.0,249619.0,247950.0,805415.0,555796.0
20220709,1364.0,252303.0,250940.0,791289.0,538986.0
20220710,1541.0,247479.0,245938.0,770166.0,522686.0
20220711,1845.0,239887.0,238042.0,780914.0,541026.0
20220712,1940.0,239485.0,237545.0,788201.0,548716.0
20220713,1950.0,243986.0,242036.0,793626.0,549640.0
20220714,1663.0,247556.0,245892.0,793104.0,545548.0
