original_id,review_id,rating,body,visited,votedKeywords
1584252354,62b05976dc1a0d2ca03c7324,,가성비 굿 잘먹었어요,6.20.월,"{'음식이 맛있어요': True, '재료가 신선해요': True}"
1584252354,62ac069e5eb2284c23142dfe,,여기 돈까스 진짜 맛있어요! 종류별로 다 맛있는듯ㅎㅎ 사장님도 친절하시고 최고최고!,6.17.금,"{'음식이 맛있어요': True, '양이 많아요': True, '가성비가 좋아요': True, '친절해요': True, '매장이 청결해요': True}"
1584252354,62b06e750f545c0cf4de434e,,지인이 먼저 다녀와서 꼭꼭 먹으라고 강추해서 와봤는데 듣던대로 정말 맛있네요~ 가게 인테리어도 예쁘고 청결해서 좋았어요 아이들과 함께와도 정말 좋을것같네요ㅎ 그리고 무엇보다 직원들이 다 친절하셔서 저희도 덩달아 기분좋게 맛있는 돈가스 잘 먹고갑니다! 냉모밀도 인기가 많은것 같던데 담에 또 먹으러 갈게요~ ,6.13.월,"{'음식이 맛있어요': True, '재료가 신선해요': True, '인테리어가 멋져요': True, '친절해요': True, '매장이 청결해요': True}"
1584252354,62a98356571a495f7ced2a1a,,직원분들도 친절하고 왕비돈까스 맛있었습니다. 소스맛도 특이하공😋. 그리고 무엇보다 치즈킹 추천 합니다. 강추!!!! 👍👍,6.13.월,"{'음식이 맛있어요': True, '매장이 넓어요': True, '친절해요': True}"
1584252354,62a5ce68158819f29d67e7d4,,"엄청 맛있어요~~!! 냉모밀 무조건 드세요오…❤️❤️
로제 살짝 매콤해서 진짜 맛있어요 또 올 거에요!!🥰
왕비돈까스 짱…❤️",6.12.일,"{'음식이 맛있어요': True, '양이 많아요': True, '매장이 넓어요': True, '친절해요': True, '매장이 청결해요': True}"
1584252354,629ec36089f167660e256a32,,진짜맛있네요👍👍,6.7.화,"{'음식이 맛있어요': True, '재료가 신선해요': True, '양이 많아요': True, '특별한 메뉴가 있어요': True, '매장이 넓어요': True}"
1584252354,628c1545058738e30a885919,,왕비돈가스랑 로제파스타돈가스 강추!! 왜 베스트 메뉴인지 알겠더라구요~~,5.23.월,"{'음식이 맛있어요': True, '양이 많아요': True, '매장이 넓어요': True, '친절해요': True, '매장이 청결해요': True}"
1584252354,624978d857520f0050278557,,너무 맛있었어요😋 여럿이가서 다양하게 시켜서 먹으니 더 맛난거 같았어요 ㅎ 여러가지 맛볼수가 있어서 ㅎㅎ 제 입맛엔 다 맛났구요~ 친절하시규 담번에는 왕비돈까스를 먹어봐야겠어요☺ 대박나세요 ㅎㅎ 😘🎶,4.3.일,
1584252354,62e859338e9575143de743e4,,엄마랑 처음 가봤는데 너무 친절하고 맛있네요! 삭막한 요즘 아주 기분 좋은 식사였습니다 감사합니다,8.2.화,
1584252354,6288ca57c769f7ab88d697f2,,여기 로제파스타 맛집이에요ㅠㅠ❤️❤️ 엄청 배고팠는데 로제파스타 단품으로 시킬까 고민하다가 돈까스도 같이 시켰는데 후회 없어용 돈까스도 바삭바삭하고 로제파스타 소스도 넉넉해서 좋았어용 진짜 너무 맛있어서 배부르게 잘 먹었습니다!! 사장님도 친절하셔서 다음에도 또 오고싶네요~ ,5.21.토,
1584252354,62b34bb07c09dfa5d9e0eb82,,"우연히 들른곳 
이곳은 제주도 맛집이라고 메모하지 않겠다. 
내 인생 맛집이라 메모하겠다.
",6.12.일,"{'음식이 맛있어요': True, '가성비가 좋아요': True, '인테리어가 멋져요': True, '주차하기 편해요': True, '특별한 날 가기 좋아요': True}"
1584252354,624eacde7130220050e2052c,,맛있어요,4.5.화,"{'매장이 넓어요': True, '주차하기 편해요': True, '친절해요': True}"
1584252354,6234f435dc529b005199fdf4,,와우 제주도 3일째 대박~ 맛있는 맛집을 찾았어요. 지인들에게 알려주려고 명함도 1장 주머니에 넣고 잘 먹었습니다. 인사를 드리고 나오는 발걸음이 가볍게 느끼며 저희 가족이 행복했어요.,3.18.금,"{'주차하기 편해요': True, '매장이 청결해요': True, '매장이 넓어요': True, '음식이 맛있어요': True, '가성비가 좋아요': True}"
1584252354,6207d0f48887100045b9d0c9,,"저도 소개를 받고 갔듯이 아는 사람만 갈 수 있는 그런 식당이 아닐까 싶네요 ㅎ 정갈하고 맛있는 회정식을 합리적인 가격에 즐길 수 있어서 좋았습니다~ 인근에서 골프 라운딩 후 시내로 넘어가는 길에 식사하시는 것도 추천드려요!

p.s. 사진은 없으나 매운탕과 공기밥도 나오니 참고하세요.",2.10.목,"{'가성비가 좋아요': True, '음식이 맛있어요': True, '매장이 청결해요': True, '인테리어가 멋져요': True, '단체모임 하기 좋아요': True}"
